id,food_name,food_group,food_sub_group,per_serving_household_measure,Energy (kcal),Protein (g),Total fat (g),Saturated fat (g),Dietary fibre (g),Carbohydrate (g),Cholesterol (mg),Sodium (mg),ALA,B-Carotene,Calcium,Carotenoid,EPA+DHA,Folic Acid,Glycemic carbohydrate,Glycemic index,Isoflavones,LA,Lactose,Marine Collagen Peptide,Monounsaturated fat,Nitrogen,Omega-6,Omega-9,Pantothenic Acid,Phycocyanin,Polyunsaturated fat,Potassium,Protein,Retinol,Riboflavin,Saturated fat,Selenium,Sodium,Starch,Sugar,Taurine,Thiamin,Thiamine,Total fat,Trans Fat,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin C,Vitamin D,Water,Whole-grains,Zinc
80,"Rose wine, unspecified type",BEVERAGES,Alcoholic beverages,Glass (250ml) (120g),81.53,0.24,0,0,0,2.16,0,27.6,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,73.2,0.24,0,0,0,0,27.6,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,104.64,0,0.12
81,Rum,BEVERAGES,Alcoholic beverages,1 portion (30g),353.5,5.84,14.85,11.54,6.05,49.11,11.76,92.18,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.01,0,0
82,Sake (rice wine),BEVERAGES,Alcoholic beverages,1 portion (29.1g),38.99,0.15,0,0,0,1.46,0,0.58,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,7.28,0.15,0,0,0,0.41,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.81,0,0.01
83,Screwdriver,BEVERAGES,Alcoholic beverages,Glass (250ml) (30g),24.6,0.15,0,0,0.02,2.58,0,0.3,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,45.9,0.15,0,0,0,0,0.3,0,2.58,0,0.02,0,0,0,1.8,0,0,0,0,9.36,0,25.14,0,0.01
84,"Sherry, unspecified type",BEVERAGES,Alcoholic beverages,Glass (250ml) (55g),71.5,0.11,0,0,0,4.57,0,10.45,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,30.25,0.11,0,0,0,0,10.45,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,40.7,0,0
85,Soya bean drink,BEVERAGES,Non-alcoholic beverages,Packet (250g),157.75,3.25,5.5,0.5,0,24,0,5,0.1,0,17.5,0,0,0,0,0,0,0,0,0,1.25,0.57,0,0,0,0,3.5,105,3.25,0,0.08,0.5,1.83,5,0,24,0,0,0,5.5,0,0,0,0,0,0,0.75,0,216.75,0,0.5
86,Spirits,BEVERAGES,Alcoholic beverages,Glass (250ml) (30g),61.2,0,0,0,0,0.03,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0
87,Sweetened packet drink,BEVERAGES,Non-alcoholic beverages,Cup (258g),180.6,0,0,0,0,44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,0,0,0,0,0,0,0,0,0,0,211.56,0,0
88,Syrup limau,BEVERAGES,Non-alcoholic beverages,Glass (250ml) (250g),109.7,0.45,0.35,0,1.33,26.13,0,2.95,0,20.48,22.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7,0.45,0,0,0,0.13,2.95,0,2.85,0,0,0,0.35,0,3.58,0,0,0,0,12,0,222.58,0,0.03
89,"Tea instant, sweetened, lemon flavour, powder",BEVERAGES,Non-alcoholic beverages,Scoop (46g),177.12,0.28,0.14,0.02,0,44.9,0,2.3,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,99.82,0.28,0,0.09,0.02,0.32,2.3,0,44.9,0,0,0,0.14,0,0,0,0,0,0,0,0,0.14,0,0.05
90,Tea with sugar,BEVERAGES,Non-alcoholic beverages,Cup (255g),259.08,0.48,10.32,8.56,4.3,40.63,0,33.94,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,0,0.03,0,0,0,0,15.81,0,0.23,0,0,0,0,0,0,0,0,0,0,238.94,0,0
91,"Tea, chinese, fermented, infusion",BEVERAGES,Non-alcoholic beverages,Cup (250g),1.19,0,0,0,0,0,0,2.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0.08,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.5,0,0
92,"Tea, herbal, other than chamomile, brewed",BEVERAGES,Non-alcoholic beverages,Cup (237g),2.37,0,0,0,0,0.47,0,2.37,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,21.33,0,0,0.01,0,0,2.37,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,236.29,0,0.09
93,"Tea, powder, unsweetened, instant",BEVERAGES,Non-alcoholic beverages,Teaspoon (.7g),2.2,0.14,0,0,0.06,0.35,0,0.5,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,42.28,0.14,0,0.01,0,0.04,0.5,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01
94,Teh,BEVERAGES,Non-alcoholic beverages,Cup (260g),323.71,28.11,23.43,9.37,0,0,153.34,1316.15,0,0,59.8,0,0,0,0,0,0,0,0,0,1.07,0.37,0,0,0,0,0.26,270.4,2.34,109.2,0.16,1.43,0.26,26,0.52,23.4,0,1.14,0,2.86,0,109.2,0,0,0,0,0,0,224.9,0,0.26
95,Teh C kosong,BEVERAGES,Non-alcoholic beverages,Cup (100g),26,1.1,1.4,0.7,0.6,2.2,0,15,0,0,29.1,0,0,0,0,0,0,0,0,0,0.59,0.18,0,0,0,0,0.15,125,1.1,28,0.06,0.7,0,15,0,2.2,0,0.01,0,1.4,0,28,0,0,0,0,0,0,93.6,0,0.1
96,Thai green milk tea,BEVERAGES,Non-alcoholic beverages,Cup (517g),237.82,2.59,7.81,4.24,1.03,39.29,0,98.23,0,0,84.79,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0.67,0,2.59,0,0,4.24,0,98.23,0,39.29,0,0,0,7.81,0,0,0,0,0,0,0,0,459.61,0,0
97,Thai milk tea,BEVERAGES,Non-alcoholic beverages,Cup (527g),237.82,2.59,7.81,4.24,1.03,39.29,0,98.23,0,0,81.16,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0.69,0,2.64,0,0,6.8,0,78.52,0,49.54,0,0,0,10.38,0,0,0,0,0,0,0,0,459.02,0,0
98,Tonic water,BEVERAGES,Non-alcoholic beverages,Can (330g),112.79,0,0,0,0,29.04,0,13.2,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,29.04,0,0,0,0,0,0,0,0,0,0,0,0,300.63,0,0.33
99,Tropical juice drink,BEVERAGES,Non-alcoholic beverages,Cup (261g),93.05,0,0,0,0.26,23.49,0,26.1,0,104.4,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.91,0,0,0,0,0,26.1,0,23.49,0,0,0,0,0,20.88,0,0,0,0,13.05,0,232.81,0,0
100,Vodka,BEVERAGES,Alcoholic beverages,Glass (250ml) (30g),63.59,0,0,0,0,0.03,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0.3,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,19.95,0,0
101,Water chestnut drink,BEVERAGES,Non-alcoholic beverages,Bottle (500g),145,0,0,0,0,36,0,15.3,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,461.5,0,0
102,"Water, mineral, natural, unflavoured",BEVERAGES,Non-alcoholic beverages,Can (330g),0,0,0,0,0,0,0,26.4,0,0,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0
103,"Water, plain",BEVERAGES,Non-alcoholic beverages,Cup (250g),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0
104,Wheatgrass drink,BEVERAGES,Non-alcoholic beverages,Packet (250g),85,0.25,0,0,0,21,0,7.45,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,2.43,0.25,0,0.3,0,0,7.45,0,21,0,0.33,0,0,0,0,0,0,0,0,0,0,229.25,0,0.15
105,"White wine, unspecified type",BEVERAGES,Alcoholic beverages,Glass (250ml) (120g),78.87,0.24,0,0,0,1.32,0,28.8,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,55.2,0.24,0,0,0,0,28.8,0,1.32,0,0,0,0,0,0,0,0,0,0,3.6,0,105.6,0,0
106,Wine cooler,BEVERAGES,Alcoholic beverages,Cup (250g),128,0.25,0,0,0,19,0,47.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,67.5,0.25,0,0,0,0,47.5,0,19,0,0,0,0,0,0,0,0,0,0,10,0,223,0,0.25
107,"Wine, white, dry style",BEVERAGES,Alcoholic beverages,Glass (250ml) (120g),81.53,0.24,0,0,0,0.36,0,28.8,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,55.2,0.24,0,0,0,0,28.8,0,0.36,0,0,0,0,0,0,0,0,0,0,3.6,0,105.84,0,0.12
108,"Wine, white, medium, dry style",BEVERAGES,Alcoholic beverages,Glass (250ml) (120g),77.8,0.24,0,0,0,1.32,0,28.8,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,54,0.24,0,0,0,0,28.8,0,1.32,0,0,0,0,0,0,0,0,0,0,3.6,0,105.96,0,0.12
109,"Wine, white, medium, sweet style",BEVERAGES,Alcoholic beverages,Glass (250ml) (120g),78.95,0.24,0,0,0,3.12,0,31.2,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,61.2,0.24,0,0,0,0,31.2,0,3.12,0,0,0,0,0,0,0,0,0,0,3.6,0,104.88,0,0.12
110,"Biscuit, chocolate chip",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (11g),54.45,0.69,2.64,1.39,0.21,7.07,1.54,37.62,0,7.15,5.83,0,0,0,0,0,0,0.36,0,0,0.97,0.12,0,0,0,0,0.17,14.52,0.69,0.88,0,1.39,0,37.62,3.98,3.09,0,0.01,0,2.64,0.05,2.09,0,0,0,0,0,0,0.45,0,0.07
111,"Biscuit, chocolate flavour, sandwiched with cream filling",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (14g),65.38,0.8,3.14,1.83,0.21,8.65,1.96,45.64,0,1.4,7.28,0,0,0,0,0,0,0.32,0,0,0.94,0.14,0,0,0,0,0.18,18.9,0.8,1.26,0,1.83,0,45.64,4.33,4.31,0,0.01,0,3.14,0.06,1.54,0,0,0,0,0,0,0.39,0,0.1
112,"Biscuit, lemon puff",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (12g),54.72,0.5,2.06,1.15,0.13,8.52,2.76,16.8,0,0,1.68,0,0,0,7.31,5.88,0,0,0,0,0.64,0.09,0,0,0,0,0.14,6.12,0.5,5.88,0.02,1.15,0.36,16.8,4.8,3.72,0,0.01,0,2.06,0,5.88,0,0,0,0,0,0,0.64,0,0.06
113,"Biscuit, marie",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (7g),30.87,0.5,0.78,0.41,0.14,5.46,1.05,16.8,0,0.21,0.42,0,0,0,5.45,3.92,0,0,0,0,0.32,0.09,0,0,0,0,0.06,1.4,0.5,0.35,0.01,0.41,0.21,16.8,3.79,1.67,0,0.01,0,0.78,0.01,0.35,0,0,0,0,0,0,0.18,0,0.03
114,"Biscuit, sandwiched with peanut butter filling",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (12g),58.44,1.28,3.1,1.25,0.23,6.38,0,48.48,0,0,12.6,0,0,0,0,0,0,0,0,0,1.29,0.23,0,0,0,0,0.55,23.88,1.28,0,0.01,1.25,4.08,48.48,3.88,2.51,0,0.01,0,3.1,0.02,0,0,0,0,0,0.04,0,0.22,0,0.11
115,"Biscuits, high calcium",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Packet (27g),136.08,1.84,6.45,2.95,0.59,17.66,0,146.88,0,0,82.89,0,0,0,0,0,0,0,0,0,2.5,0.32,0,0,0,0,0.7,25.11,1.84,20.25,0.09,2.95,0,146.88,13.88,2.3,0,0.15,0,6.45,0.04,20.25,0,0,0,0,0,0,0.46,0,0.14
116,"Bread roll, white",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (90g),261.17,9.18,3.42,0.54,3.15,46.44,0,509.4,0,0,69.3,0,0,0,0,0,0,1.05,0,0,0.9,1.61,0,0,0,0,1.44,116.1,9.18,0,0.04,0.54,9.81,509.4,43.29,3.06,0,0.75,0,3.42,0,0,0,0,0,0,0,0,27.9,0,0.72
117,"Bread, chocolate chip",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (38g),118.94,3,2.55,1.6,1.48,20.9,0,136.8,0,0,34.2,0,0,0,0,0,0,0,0,0,0.68,0.53,0,0,0,0,0.11,41.04,3,0,0.14,1.6,0,136.8,19.87,1.03,0,0.18,0,2.55,0,0,0,0,0,0,0.08,0,13.15,0,33.44
118,"Bread, french",CEREAL AND CEREAL PRODUCTS,Breads and rolls,1 portion (136g),393.04,16.05,2.45,0.68,3.26,76.7,0,884,0,0,59.84,0,0,0,0,0,0,0,0,0,0.48,2.82,0,0,0,0,1.07,174.08,16.05,0,0,0.68,36.86,884,0,3.54,0,0,0,2.45,0,0,0,0,0,0,0.27,0,37.81,0,1.22
119,"Bread, pita",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (small) (28g),77,2.55,0.34,0.05,0.62,15.6,0,150.08,0,0,24.08,0,0,0,0,0,0,0.23,0,0,0.03,0.45,0,0,0,0,0.15,33.6,2.55,0,0.09,0.05,7.59,150.08,0,0.36,0,0.17,0,0.34,0,0,0,0,0,0,0,0,8.99,0,0.22
120,"Bread, raisin",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (33g),88.42,2.67,1.25,0.36,0.89,16.2,0,61.05,0,0.66,14.52,0,0,0,0,0,0,0,0,0,0.33,0.47,0,0,0,0,0.26,80.19,2.67,0,0.04,0.36,0,61.05,11.39,4.82,0,0.04,0,1.25,0,0,0,0,0,0,0,0,11.88,0,0.3
121,"Bread, wholemeal, fibre increased",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (30g),73.57,3.48,1.02,0.18,2.19,11.4,0,135,0,0,14.4,0,0,0,0,0,0,0.43,0,0,0.21,0.6,0,0,0,0,0.42,69,3.48,0,0.05,0.18,0.96,135,10.56,0.84,0,0.21,0,1.02,0,0,0,0,0,0,0,0,11.85,0,0.48
122,"Bread, with banana and walnut",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Slice (40g),124.8,4.72,2.48,0.8,1.16,21.96,0,63.2,0,0,15.36,0,0,0,0,0,0,0,0,0,1.06,0.83,0,0,0,0,0.65,98.4,4.72,0,0.14,0.8,0.44,63.2,11.48,6.52,0,0.21,0,2.48,0,0,0,0,0,0,0,0,12.36,0,0.36
123,"Breakfast cereal, plain, contains whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),95.4,2.25,0.93,0.2,1.74,19.47,0,171,0,0,121.2,0,0,0,0,0,0,0,0,0,0.3,0.39,0,0,0,0,0.43,56.4,2.25,19.8,0.4,0.2,13.95,171,13.08,6.39,0,0.35,0,0.93,0,19.8,0,0,0,0,5.22,0,0.87,0,4.02
124,"Brown rice kway teow, cooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),262,2.7,2.52,1.08,2,57.6,0,34,0,0,10,0,0,0,0,0,0,0,0,0,1,0.45,0,0,0,0,0.34,16,2.7,0,0,1.08,0,34,57.6,0,0,0.02,0,2.52,0,0,0,0,0,0,0,0,113.6,0,0.54
125,"Bulgur, boiled",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (265g),227.9,8.22,1.06,0.27,11.93,45.58,0,26.5,0,0,31.8,0,0,0,0,0,0,0.4,0,0,0.27,1.44,0,0,0,0,0.53,127.2,8.22,0,0,0.27,0,26.5,45.58,0,0,0.9,0,1.06,0,0,0,0,0,0,0,0,201.93,0,1.06
126,"Bulgur, dried",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (180g),580.91,17.82,3.06,0.54,21.78,108.18,0,27,0,0,43.2,0,0,0,0,0,0,1.33,0,0,0.36,3.13,0,0,0,0,1.44,549,17.82,0,0.04,0.54,17.82,27,106.56,1.44,0,1.64,0,3.06,0,0,0,0,0,0,0,0,15.66,0,2.88
127,"Bun, cinnamon",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",1 portion (79g),282.03,5.45,8.69,4.52,1.42,45.5,7.9,443.98,0,0,34.76,0,0,0,0,0,0,0,0,0,2.63,0.96,0,0,0,0,0.85,106.65,5.45,0.79,0.08,4.52,0,443.98,36.02,9.56,0,0.17,0,8.69,0,0.79,0,0,0,0,0.16,0,18.8,0,0.24
128,"Bun, custard",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (63g),178.29,5.86,5.42,2.54,1.45,24.7,19.53,100.17,0,0,45.99,0,0,0,0,0,0,0,0,0,1.85,1.03,0,0,0,0,0.62,83.79,5.86,45.99,0.08,2.54,0,100.17,18.27,6.49,0,0.21,0,5.42,0,45.99,0,0,0,0,0,0,24.57,0,0.76
129,"Bun, melon",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (61g),186.05,5.06,5.8,2.96,0.92,26.41,26.23,111.02,0,10.98,25.01,0,0,0,0,0,0,0,0,0,2.06,0.89,0,0,0,0,0.49,66.49,5.06,30.5,0.16,2.96,17.32,111.02,18.42,10,0,0.08,0,5.8,0,32.33,0,0,0,0,0.61,0,13.97,0,0.31
130,"Bun, with sugar coated topping",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (20g),61.4,1.54,2.04,1.04,0.32,9.24,3.4,56.8,0,5,7.4,0,0,0,0,0,0,0,0,0,0.7,0.27,0,0,0,0,0.19,19.4,1.54,4.6,0.18,1.04,10.32,56.8,6.66,2.58,0,0.04,0,2.04,0,5.6,0,0,0,0,0,0,5.5,0,0.1
131,Butter roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,1 portion (28g),88.76,2.32,2.24,1.26,0.81,14.84,3.78,143.64,0,0,51.8,0,0,0,0,0,0,0,0,0,0.59,0.41,0,0,0,0,0.07,38.92,2.32,0.28,0.14,1.26,7.5,143.64,0,1.65,0,0.17,0,2.24,0,0.28,0,0,0,0,150.08,0,7.96,0,0.28
132,Butter sugar roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (65g),200.85,5.59,5.07,2.54,1.56,33.35,0,185.25,0,0,144.95,0,0,0,0,0,0,0,0,0,1.33,0.98,0,0,0,0,0.15,90.35,5.59,0.65,0.22,2.54,17.42,185.25,0,3.71,0,0.33,0,5.07,0,0.65,0,0,0,0,0.13,0,18.49,0,0.64
133,"Cake, plain, uniced, homemade",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (40g),151.1,2.88,6.76,4.2,0.64,19.68,36.4,220.4,0,56.8,27.6,0,0,0,0,0,0,0,0,0,1.84,0.51,0,0,0,0,0.28,45.6,2.88,72,0.05,4.2,0,220.4,12.8,6.88,0,0.03,0,6.76,0,81.6,0,0,0,0,0,0,9.64,0,0.2
134,Cheese and ham bun,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Piece (85g),250.75,9.86,9.94,5.05,3.4,30.6,21.42,587.35,0,0,75.65,0,0,0,0,0,0,0,0,0,3.06,1.73,0,0,0,0,1.7,123.25,9.86,24.57,0,5.05,1.28,587.35,23.55,7.06,0,0.1,0,9.95,0.14,24.57,0,0,0,0,0.6,0,30.43,0,0.68
135,Chicken gimbap,CEREAL AND CEREAL PRODUCTS,Grains and flours,1 portion (275g),352,18.15,9.1,2.53,4.4,49.5,0,1273.25,0,709.5,61.6,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,2.89,0,18.15,65.45,0,2.53,0,1273.25,41.25,8.25,0,0,0,9.1,0.03,183.7,0,0,0,0,0,0,175.18,0,0
136,Chicken katsu don,CEREAL AND CEREAL PRODUCTS,Grains and flours,Bowl-soup (16 and 1/2 cm) (626g),920.22,41.32,40.82,11.14,5.63,97.66,0,2241.08,0,0,102.04,0,0,0,0,0,0,0,0,0,14.27,0,0,0,0,0,15.4,0,41.32,94.53,0,11.14,0,2241.08,5.63,92.02,0,0,0,40.82,0,94.53,0,0,0,0,0,0,403.14,0,0
137,"Cookie, cornflake",CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (7g),37.31,0.46,2.22,1.3,0.15,3.87,0,18.9,0,4.69,1.89,0,0,0,0,0,0,0,0,0,0.65,0.08,0,0,0,0,0.12,8.4,0.46,3.43,0.07,1.3,0,18.9,0,0,0,0.03,0,2.22,0,4.2,0,0,0,0,0,0,0.25,0,0
138,"Cookies, brownies, commercially prepared",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Whole (56g),226.8,2.69,9.13,2.35,1.18,34.61,9.52,143.92,0,0,16.24,0,0,0,0,0,0,0,0,0,5.04,0.47,0,0,0,0,1.29,83.44,2.69,0,0.11,2.35,3.53,143.92,0,20.5,0,0.17,0,9.13,0.73,11.2,0,0,0,0,0,0,7.62,0,0.4
139,Curry udon with potato & carrot,CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (524g),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Custard powder,CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (9g),34.2,0.04,0.09,0.01,0.01,8.31,0,10.53,0,0,1.17,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.04,2.61,0.04,0.63,0.01,0.01,0.05,10.53,8.27,0,0,0,0,0.09,0,0.63,0,0,0,0,0,0,0.5,0,0.03
141,"Dao xiao mian, beef, soup",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (990g),693,46.53,7.13,2.87,5.94,109.89,0,3078.9,0,305.91,78.8,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,1.88,0,46.53,0,0,2.87,0,3078.9,98.01,11.88,0,0,0,7.13,0,51.48,0,0,0,0,0,0,785.07,0,0
142,"Dough, yeast",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (199.6g),738.48,24.75,12.18,2.79,6.79,132.33,0,115.77,0,75.85,165.67,0,0,0,0,0,0,0,0,0,3.19,4.34,0,0,0,0,4.39,0,24.75,97.8,0,2.79,0,115.77,0,0,0,0,0,12.18,0,111.78,0,0,0,0,0,0,0,0,0
143,"Doughnut, chocolate coated",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Whole (60g),250.2,2.7,11.94,3.08,1.32,34.44,34.2,204,0,0,127.8,0,0,0,0,0,0,0,0,0,6.77,0.47,0,0,0,0,1.49,63.6,2.7,0,0.04,3.08,2.46,204,0,0,0,0.03,0,11.94,1.14,6.6,0,0,0,0,0.06,0,9.78,0,0.34
144,"Dumpling ban mian, pork",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-soup (16 and 1/2 cm) (894g),634.74,31.29,17.97,7.78,2.68,87.61,0,2816.1,0,730.4,158.24,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,3.22,0,31.29,13.41,0,7.78,0,2816.1,78.67,8.94,0,0,0,17.97,0.18,134.99,0,0,0,0,0,0,712.52,0,0
145,"Eclair, chocolate, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Piece (70g),273.3,4.41,18.34,12.39,2.03,22.89,68.6,113.4,0,30.1,48.3,0,0,0,0,0,0,0,0,0,4.34,0.77,0,0,0,0,0.7,116.2,4.41,81.9,0.14,12.39,3.5,113.4,6.86,16.03,0,0.01,0,18.34,0,86.8,0,0,0,0,0,0,21.98,0,0.7
146,"Flour, corn",CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (8g),28.4,0.04,0.11,0.03,0.04,6.8,0,0.88,0,0,1.2,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0.06,1.92,0.04,0,0,0.03,0.04,0.88,6.75,0.01,0,0,0,0.11,0,0,0,0,0,0,0.19,0,0.96,0,0.01
147,"Flour, gluten",CEREAL AND CEREAL PRODUCTS,Grains and flours,Gram (1g),3.78,0.41,0.02,0,0.01,0.46,0,0.02,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.6,0.41,0,0,0,0,0.02,0.45,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0.09,0,0
148,"Flour, glutinous rice",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (155g),553.35,10.7,1.55,0,1.24,124.16,0,24.8,0,0,26.35,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,49.6,10.7,34.1,0.12,0,0,24.8,0,0,0,0.06,0,1.55,0,34.1,0,0,0,0,0,0,18.29,0,2.33
149,"Flour, rice",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (126g),553.35,10.7,1.55,0,1.24,124.16,0,24.8,0,0,45.36,0,0,0,0,0,0,0.58,0,0,0.5,1.27,0,0,0,0,0.5,42.84,7.56,0,0.11,0.25,0,3.78,104.81,0.66,0,0.1,0,1.26,0,0,0,0,0,0,0,0,9.95,0,1.39
150,"Flour, rye, wholemeal",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (250g),790.08,30,5.75,0.75,30.5,137.5,0,10,0,57.5,110,0,0,0,0,0,0,2.33,0,0,0.75,5.15,0,0,0,0,2.75,1082.5,30,0,0.15,0.75,30,10,134,3.5,0,1,0,5.75,0,10,0,0,0,0,0,0,27.5,0,5.25
151,"Flour, wheat, high protein",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (140g),492.8,17.64,1.4,0.28,5.32,102.48,0,16.8,0,19.6,35,0,0,0,0,0,0,0.7,0,0,0.14,3.09,0,0,0,0,0.59,138.6,17.64,0,0.66,0.28,58.8,16.8,97.16,0.14,0,1.32,0,1.4,0,2.8,0,0,0,0,0,0,17.78,0,0.7
